X,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,-1.200000e-03,2.000000e-06
0,1.92e+01,4.88e+01,
1,1.92e+01,4.88e+01,
2,1.84e+01,4.96e+01,
3,1.84e+01,4.96e+01,
4,1.90e+01,4.96e+01,
5,1.90e+01,4.96e+01,
6,1.92e+01,4.88e+01,
7,1.92e+01,4.88e+01,
8,2.00e+01,4.96e+01,
9,2.00e+01,4.96e+01,
10,1.94e+01,4.96e+01,
11,1.94e+01,4.96e+01,
12,1.92e+01,4.88e+01,
13,1.92e+01,4.88e+01,
14,1.94e+01,4.88e+01,
15,1.94e+01,4.88e+01,
16,1.96e+01,4.88e+01,
17,1.96e+01,4.88e+01,
18,1.94e+01,4.88e+01,
19,1.94e+01,4.88e+01,
20,1.96e+01,4.88e+01,
21,1.96e+01,4.88e+01,
22,1.98e+01,4.88e+01,
23,1.98e+01,4.88e+01,
24,2.02e+01,4.88e+01,
25,2.02e+01,4.88e+01,
26,2.00e+01,4.88e+01,
27,2.00e+01,4.88e+01,
28,1.96e+01,4.88e+01,
29,1.96e+01,4.88e+01,
30,1.96e+01,4.96e+01,
31,1.96e+01,4.96e+01,
32,1.92e+01,4.88e+01,
33,1.92e+01,4.88e+01,
34,1.88e+01,4.88e+01,
35,1.88e+01,4.88e+01,
36,1.96e+01,4.88e+01,
37,1.96e+01,4.88e+01,
38,1.96e+01,4.88e+01,
39,1.96e+01,4.88e+01,
40,1.96e+01,4.88e+01,
41,1.96e+01,4.88e+01,
42,1.92e+01,4.88e+01,
43,1.92e+01,4.88e+01,
44,2.00e+01,4.96e+01,
45,2.00e+01,4.96e+01,
46,1.98e+01,4.88e+01,
47,1.98e+01,4.88e+01,
48,2.04e+01,4.96e+01,
49,2.04e+01,4.96e+01,
50,1.98e+01,4.96e+01,
51,1.98e+01,4.96e+01,
52,1.92e+01,4.88e+01,
53,1.92e+01,4.88e+01,
54,1.90e+01,4.88e+01,
55,1.90e+01,4.88e+01,
56,1.96e+01,4.96e+01,
57,1.96e+01,4.96e+01,
58,2.00e+01,4.96e+01,
59,2.00e+01,4.96e+01,
60,1.98e+01,4.88e+01,
61,1.98e+01,4.88e+01,
62,2.00e+01,4.88e+01,
63,2.00e+01,4.88e+01,
64,1.98e+01,4.88e+01,
65,1.98e+01,4.88e+01,
66,1.92e+01,4.88e+01,
67,1.92e+01,4.88e+01,
68,1.94e+01,4.96e+01,
69,1.94e+01,4.96e+01,
70,1.92e+01,4.88e+01,
71,1.92e+01,4.88e+01,
72,1.96e+01,4.88e+01,
73,1.96e+01,4.88e+01,
74,1.98e+01,3.68e+01,
75,1.98e+01,3.68e+01,
76,1.98e+01,1.76e+01,
77,1.98e+01,1.76e+01,
78,1.96e+01,8.00e-01,
79,1.96e+01,8.00e-01,
80,1.96e+01,8.00e-01,
81,1.96e+01,8.00e-01,
82,1.96e+01,8.00e-01,
83,1.96e+01,8.00e-01,
84,1.98e+01,8.00e-01,
85,1.98e+01,8.00e-01,
86,1.96e+01,8.00e-01,
87,1.96e+01,8.00e-01,
88,1.98e+01,8.00e-01,
89,1.98e+01,8.00e-01,
90,1.94e+01,8.00e-01,
91,1.94e+01,8.00e-01,
92,1.96e+01,8.00e-01,
93,1.96e+01,8.00e-01,
94,2.00e+01,8.00e-01,
95,2.00e+01,8.00e-01,
96,1.96e+01,8.00e-01,
97,1.96e+01,8.00e-01,
